kausi,pvm,klo,k1,k2,v1,v2,koti_joukkue,vieras_joukkue,koti_e1_hp1_pelaaja,koti_e1_hp2_pelaaja,koti_e1_hp3_pelaaja,koti_e1_hp4_pelaaja,koti_e2_hp1_pelaaja,koti_e2_hp2_pelaaja,koti_e2_hp3_pelaaja,koti_e2_hp4_pelaaja,vieras_e1_hp1_pelaaja,vieras_e1_hp2_pelaaja,vieras_e1_hp3_pelaaja,vieras_e1_hp4_pelaaja,vieras_e2_hp1_pelaaja,vieras_e2_hp2_pelaaja,vieras_e2_hp3_pelaaja,vieras_e2_hp4_pelaaja,koti_e1_1,koti_e1_2,koti_e1_3,koti_e1_4,koti_e1_5,koti_e1_6,koti_e1_7,koti_e1_8,koti_e1_9,koti_e1_10,koti_e1_11,koti_e1_12,koti_e1_13,koti_e1_14,koti_e1_15,koti_e1_16,vieras_e1_1,vieras_e1_2,vieras_e1_3,vieras_e1_4,vieras_e1_5,vieras_e1_6,vieras_e1_7,vieras_e1_8,vieras_e1_9,vieras_e1_10,vieras_e1_11,vieras_e1_12,vieras_e1_13,vieras_e1_14,vieras_e1_15,vieras_e1_16,koti_e2_1,koti_e2_2,koti_e2_3,koti_e2_4,koti_e2_5,koti_e2_6,koti_e2_7,koti_e2_8,koti_e2_9,koti_e2_10,koti_e2_11,koti_e2_12,koti_e2_13,koti_e2_14,koti_e2_15,koti_e2_16,vieras_e2_1,vieras_e2_2,vieras_e2_3,vieras_e2_4,vieras_e2_5,vieras_e2_6,vieras_e2_7,vieras_e2_8,vieras_e2_9,vieras_e2_10,vieras_e2_11,vieras_e2_12,vieras_e2_13,vieras_e2_14,vieras_e2_15,vieras_e2_16,tyyppi,Pelisarja Id,ksanktio,vsanktio,Kenttä nro.
2022,2022-03-01,18:30:00,13,20,22,16,SÄTKY ky,HaKa,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Kuisma Saariaho,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Kuisma Saariaho,Samuli Kantola,Lauri Heininen,Pauli Anttonen,Eetu Jouskari,Samuli Kantola,Lauri Heininen,Pauli Anttonen,Eetu Jouskari,1,1,4,3,2,1,2,3,3,1,4,3,2,1,1,1,4,h,h,h,3,2,5,h,4,5,h,1,2,1,2,h,2,2,7,3,2,3,1,3,0,2,4,h,h,1,0,h,6,3,h,3,h,2,3,3,4,4,1,0,1,h,2,h,6,219,NULL,NULL,2
2022,2022-03-01,18:30:00,12,10,16,32,LSP,KyGä,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,Samu Nylander,Akseli Anttila,Tatu Kemppainen,Elmeri Seistola,Samu Nylander,Akseli Anttila,Tatu Kemppainen,Elmeri Seistola,1,4,4,3,2,2,1,2,6,2,4,1,1,1,h,h,3,3,4,4,2,1,4,3,1,2,h,0,3,h,2,h,1,3,3,h,1,h,4,h,8,4,5,1,1,h,1,3,4,2,2,1,2,5,2,1,1,h,2,h,2,2,3,3,6,220,NULL,NULL,3
2022,2022-03-01,19:00:00,16,20,10,14,MALLAS,K-Mafia,Verneri Aleksejev,Altti Meriläinen,Matti Jokinen,Niko Purhonen,Verneri Aleksejev,Altti Meriläinen,Marek Rehtla,Matti Jokinen,Markus Laitinen,Otto Rissanen,Eemil Juntunen,Matias Suortti,Markus Laitinen,Otto Rissanen,Eemil Juntunen,Matias Suortti,3,1,2,4,2,3,1,3,3,2,1,3,3,0,1,0,3,4,3,2,4,3,1,1,1,h,4,3,2,3,1,h,4,4,1,1,h,2,3,2,4,1,5,h,2,1,h,h,3,2,2,h,5,2,3,3,4,3,h,0,5,1,h,0,6,218,NULL,NULL,1
2022,2022-03-01,19:00:00,21,26,20,20,HaKa,SÄTKY ky,Samuli Kantola,Lauri Heininen,Pauli Anttonen,Eetu Jouskari,Samuli Kantola,Lauri Heininen,Pauli Anttonen,Eetu Jouskari,Kuisma Saariaho,Vilppu Penttilä,Janne Jäppinen,Sonja Mäkelä,Kuisma Saariaho,Vilppu Penttilä,Janne Jäppinen,Sonja Mäkelä,4,5,h,3,2,1,4,1,4,1,h,0,h,1,3,h,1,4,6,2,0,1,2,0,1,6,1,2,3,h,0,1,5,6,0,h,h,1,1,1,1,h,h,h,4,5,2,1,3,1,5,1,2,2,2,2,1,3,h,3,h,2,2,1,6,219,NULL,NULL,2
2022,2022-03-01,19:00:00,16,20,8,10,KyGä,LSP,Akseli Anttila,Samu Nylander,Tatu Kemppainen,Elmeri Seistola,Akseli Anttila,Samu Nylander,Tatu Kemppainen,Elmeri Seistola,Atte Putkonen,Valtteri Manninen,Atso Härkönen,Antti Pietiläinen,Atte Putkonen,Valtteri Manninen,Atso Härkönen,Antti Pietiläinen,2,3,6,2,1,1,2,1,0,3,3,3,h,h,3,1,3,2,3,7,3,0,2,1,4,3,h,h,0,2,1,5,3,5,3,3,2,2,1,1,3,h,2,0,1,2,h,2,4,6,3,3,1,2,3,h,5,0,2,2,2,3,1,h,6,220,NULL,NULL,3
2022,2022-03-01,20:00:00,16,24,21,16,SSK,BooB's,Markus Juntunen,Johan Rahikainen,Veikko Koljonen,Juho Ukkola,Markus Juntunen,Elias Peltola,Veikko Koljonen,Juho Ukkola,Ida Leiviskä,Olivia Kuronen,Veera Leinonen,Pinla Nokkanen,Olivia Kuronen,Siiri Kasurinen,Veera Leinonen,Pinla Nokkanen,3,6,1,4,4,1,h,4,1,2,h,1,2,1,2,h,0,0,1,4,3,3,4,2,0,1,4,1,2,1,3,h,3,3,2,3,3,1,3,4,h,0,2,h,1,h,2,h,2,2,3,2,3,2,2,3,3,1,1,3,0,2,h,1,6,221,NULL,NULL,2
2022,2022-03-01,20:00:00,12,11,22,22,DiSKO,FV,Valtteri Ahola,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Valtteri Ahola,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Tobias Lönnström,Antti Karhunen,Sami Valjakka,Suvi-Tuuli Poikonen,Tobias Lönnström,Antti Karhunen,Sami Valjakka,Suvi-Tuuli Poikonen,0,4,6,2,5,h,2,1,1,3,6,h,h,1,2,1,3,4,1,h,5,3,1,2,2,0,1,h,2,5,h,h,0,1,5,4,3,1,1,1,4,3,5,1,3,1,h,1,1,5,4,2,4,1,1,h,1,3,1,0,2,1,3,0,6,222,NULL,NULL,1
2022,2022-03-01,20:30:00,38,16,8,9,BooB's,SSK,Olivia Kuronen,Veera Leinonen,Vilma Rantanen,Pinla Nokkanen,Ida Leiviskä,Siiri Kasurinen,Veera Leinonen,Olivia Kuronen,Johan Rahikainen,Elias Peltola,Veikko Koljonen,Juho Ukkola,Markus Juntunen,Elias Peltola,Juho Ukkola,Veikko Koljonen,5,2,1,3,2,0,0,h,1,4,1,0,2,0,h,h,4,2,h,4,3,3,2,4,2,h,2,5,0,3,h,2,1,2,4,3,1,0,4,2,0,1,1,2,2,4,2,h,1,5,2,3,5,3,1,3,h,h,4,3,1,2,2,h,6,221,NULL,NULL,2
2022,2022-03-01,20:30:00,16,12,18,11,FV,DiSKO,Tobias Lönnström,Antti Karhunen,Sami Valjakka,Suvi-Tuuli Poikonen,Tobias Lönnström,Antti Karhunen,Sami Valjakka,Suvi-Tuuli Poikonen,Valtteri Ahola,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Valtteri Ahola,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,4,3,3,2,3,3,5,3,1,1,1,h,1,2,0,h,3,4,2,3,2,2,1,2,1,h,6,1,1,h,h,3,3,5,2,1,6,4,0,2,0,h,1,0,3,4,h,3,2,2,2,2,3,2,3,1,2,2,2,2,h,3,4,2,6,222,NULL,NULL,1
2022,2022-03-01,21:00:00,8,6,4,16,SSK,BooB's,Johan Rahikainen,Elias Peltola,Juho Ukkola,Veikko Koljonen,Markus Juntunen,Elias Peltola,Juho Ukkola,Veikko Koljonen,Siiri Kasurinen,Vilma Rantanen,Veera Leinonen,Olivia Kuronen,Siiri Kasurinen,Vilma Rantanen,Veera Leinonen,Olivia Kuronen,3,1,4,4,3,2,2,4,2,2,h,1,3,3,1,1,3,2,4,5,2,3,2,4,h,1,1,2,1,2,4,2,4,5,2,3,2,1,3,4,2,6,h,1,1,2,h,1,3,4,2,1,3,1,3,5,h,h,1,0,2,1,4,2,6,221,NULL,NULL,2
2022,2022-03-01,21:00:00,6,18,11,14,DiSKO,FV,Valtteri Ahola,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Valtteri Ahola,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Tobias Lönnström,Antti Karhunen,Sami Valjakka,Suvi-Tuuli Poikonen,Tobias Lönnström,Antti Karhunen,Sami Valjakka,Suvi-Tuuli Poikonen,4,3,3,6,3,1,4,2,h,0,1,2,3,1,1,3,1,1,4,5,5,2,3,h,2,5,0,h,2,4,h,h,3,3,4,1,h,3,2,2,4,1,4,2,h,2,h,h,3,2,4,1,4,2,0,1,4,1,2,h,3,3,2,1,6,222,NULL,NULL,1
2022,2022-03-02,18:00:00,2,7,28,20,MaHaLasKu,SSK,Jarno Mikkola,Erik Kuitunen,Tomi Krokberg,Totti Sillanpää,Jarno Mikkola,Erik Kuitunen,Tomi Krokberg,Totti Sillanpää,Johan Rahikainen,Elias Peltola,Juho Ukkola,Veikko Koljonen,Johan Rahikainen,Juho Ukkola,Veikko Koljonen,Elias Peltola,6,6,3,1,3,h,2,2,8,4,1,h,h,h,2,1,2,1,3,h,6,3,3,1,0,1,1,h,0,0,4,1,3,6,3,5,3,h,2,1,2,2,4,h,1,1,1,2,2,2,4,4,2,h,2,3,2,h,0,4,4,h,h,1,5,223,NULL,NULL,1
2022,2022-03-02,18:00:00,8,4,12,18,Ei,DiSKO,Heikki Lohilahti,Sami Aalto,lassi onne,Kuisma Närhi,Heikki Lohilahti,Sami Aalto,lassi onne,Kuisma Närhi,Jouko Syväkuru,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Jouko Syväkuru,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,4,3,2,2,1,2,1,5,4,1,0,0,3,5,2,1,1,3,4,5,1,1,2,1,2,1,4,1,3,2,1,2,3,4,0,3,3,4,2,2,5,4,1,0,2,1,2,2,1,1,4,3,5,1,1,4,1,1,4,0,1,h,1,3,5,224,NULL,NULL,2
2022,2022-03-02,18:30:00,22,12,−1,6,SSK,MaHaLasKu,Johan Rahikainen,Juho Ukkola,Veikko Koljonen,Elias Peltola,Johan Rahikainen,Juho Ukkola,Veikko Koljonen,Elias Peltola,Jarno Mikkola,Erik Kuitunen,Tomi Krokberg,Totti Sillanpää,Jarno Mikkola,Erik Kuitunen,Tomi Krokberg,Totti Sillanpää,2,1,2,2,2,h,1,2,3,2,1,3,2,1,1,4,3,6,2,2,3,2,2,2,5,5,4,h,1,1,1,e,4,0,4,4,2,2,4,2,7,1,1,0,1,h,2,h,3,6,2,h,1,6,7,1,2,3,4,h,h,1,1,h,5,223,NULL,NULL,1
2022,2022-03-02,18:30:00,12,36,6,14,DiSKO,Ei,Jouko Syväkuru,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Jouko Syväkuru,Simo Laaksonen,Antti Hirvonen,Aatu Komulainen,Heikki Lohilahti,Sami Aalto,lassi onne,Kuisma Närhi,Heikki Lohilahti,Sami Aalto,lassi onne,Kuisma Närhi,2,5,4,5,h,6,h,h,1,h,4,0,1,4,1,1,5,5,3,5,2,3,h,1,5,1,3,1,h,2,h,1,1,3,3,h,4,h,1,1,1,3,0,h,3,2,h,0,3,4,2,2,7,2,h,1,h,7,2,1,h,1,1,0,5,224,NULL,NULL,2
2022,2022-03-02,19:30:00,2,10,2,2,Dra,LSP,Armi Rissanen,Mikko Kuusio,Masi Kähkönen,Jyri Koistinen,Armi Rissanen,Mikko Kuusio,Masi Kähkönen,Jyri Koistinen,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,4,3,5,4,3,4,2,4,1,1,1,1,2,2,1,1,3,6,5,h,1,2,2,4,6,3,3,2,1,1,0,h,5,5,5,2,3,2,2,h,h,5,h,2,1,h,3,h,5,5,4,5,2,h,h,1,5,4,2,3,h,h,h,3,5,225,NULL,NULL,1
2022,2022-03-02,19:30:00,8,16,16,5,K-Mafia,SÄTKY ky,Markus Laitinen,Otto Rissanen,Eemil Juntunen,Juho Hautaniemi,Markus Laitinen,Otto Rissanen,Eemil Juntunen,Juho Hautaniemi,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,1,4,4,2,2,3,1,1,3,1,1,3,5,2,3,h,3,3,4,1,3,h,2,h,3,2,2,2,3,1,3,h,2,3,3,2,1,3,3,5,1,1,2,1,2,2,h,1,2,1,1,3,4,3,4,3,1,6,2,3,2,1,2,h,5,226,NULL,NULL,2
2022,2022-03-02,20:00:00,18,10,0,12,LSP,Dra,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Atso Härkönen,Armi Rissanen,Uki Voutilainen,Masi Kähkönen,Mikko Kuusio,Armi Rissanen,Uki Voutilainen,Masi Kähkönen,Mikko Kuusio,1,4,4,0,h,1,1,h,3,5,h,2,6,1,1,2,3,1,1,0,5,2,3,3,4,2,3,5,1,3,3,1,7,4,6,4,h,1,3,2,3,1,2,h,h,1,h,1,5,3,0,1,2,1,1,2,4,h,1,3,2,4,3,2,5,225,NULL,NULL,1
2022,2022-03-02,20:00:00,15,20,8,17,SÄTKY ky,K-Mafia,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,Markus Laitinen,Otto Rissanen,Eemil Juntunen,Juho Hautaniemi,Markus Laitinen,Otto Rissanen,Eemil Juntunen,Juho Hautaniemi,3,5,3,h,h,5,4,1,4,3,1,2,0,h,h,1,4,4,1,2,5,6,2,2,2,2,1,h,1,1,2,1,2,2,5,2,2,1,3,1,2,3,h,3,1,2,1,1,4,4,1,h,4,2,1,2,5,1,h,0,4,2,1,h,5,226,NULL,NULL,2
2022,2022-03-02,20:30:00,8,16,2,15,Dra,LSP,Armi Rissanen,Mikko Kuusio,Jyri Koistinen,Masi Kähkönen,Armi Rissanen,Mikko Kuusio,Masi Kähkönen,Jyri Koistinen,Atte Putkonen,Valtteri Manninen,Atso Härkönen,Antti Pietiläinen,Atte Putkonen,Valtteri Manninen,Atso Härkönen,Antti Pietiläinen,3,5,4,4,3,4,0,2,2,h,3,2,2,h,1,1,3,3,5,1,4,1,3,2,3,5,3,3,0,2,h,1,4,2,2,6,3,1,1,1,3,2,h,0,1,3,3,h,6,4,4,4,2,4,h,1,2,3,h,h,h,2,h,h,5,225,NULL,NULL,1
2022,2022-03-03,18:00:00,2,0,17,18,MaHaLasKu,SÄTKY ky,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,4,5,2,5,h,3,3,3,1,2,3,3,2,2,h,1,2,3,1,5,1,h,1,5,1,2,3,3,1,h,2,1,6,5,4,4,3,2,1,1,4,4,1,h,1,2,1,1,2,4,4,2,3,h,3,1,0,2,3,5,1,h,1,h,4,227,NULL,NULL,1
2022,2022-03-03,18:00:00,0,2,10,8,Ei,LSP,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Atso Härkönen,4,6,1,2,6,2,4,2,5,2,2,1,1,1,h,1,0,5,5,3,h,h,2,1,6,4,1,1,4,1,2,h,4,6,4,4,3,1,h,1,4,2,3,1,3,1,1,1,4,6,5,3,1,1,1,2,4,5,h,h,1,1,1,1,4,228,NULL,NULL,2
2022,2022-03-03,18:30:00,20,12,2,1,SÄTKY ky,MaHaLasKu,Sonja Mäkelä,Janne Jäppinen,Vilppu Penttilä,Riku Tulineva,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,Erik Kuitunen,Leevi Hovatov,Tomi Krokberg,Totti Sillanpää,Jarno Mikkola,Leevi Hovatov,Tomi Krokberg,Totti Sillanpää,3,4,3,2,1,3,1,1,4,0,3,h,1,1,3,h,1,3,4,3,3,5,1,0,6,2,3,3,0,2,1,2,4,6,1,1,3,2,1,4,0,1,3,1,1,h,3,2,4,5,5,2,2,2,2,4,6,2,2,1,1,h,h,h,4,227,NULL,NULL,1
2022,2022-03-03,18:30:00,6,6,7,6,LSP,Ei,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Heikki Lohilahti,Topi Pekonen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Topi Pekonen,lassi onne,Kuisma Närhi,3,3,2,1,3,3,1,3,6,7,3,h,h,1,1,h,1,4,1,7,5,4,1,1,4,1,1,h,3,2,1,h,3,7,4,5,2,0,1,h,4,2,2,2,h,2,3,h,4,5,7,4,1,4,0,3,0,3,h,2,h,2,1,h,4,228,NULL,NULL,2
2022,2022-03-03,19:00:00,4,10,8,20,MaHaLasKu,SÄTKY ky,Jarno Mikkola,Leevi Hovatov,Tomi Krokberg,Erik Kuitunen,Jarno Mikkola,Erik Kuitunen,Tomi Krokberg,Totti Sillanpää,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Riku Tulineva,4,1,5,3,3,1,2,3,3,6,2,1,h,2,1,1,h,4,2,5,1,3,6,2,2,3,3,2,1,1,h,1,5,2,4,4,1,1,1,h,3,5,h,4,1,2,1,1,3,3,6,2,1,1,1,3,3,3,1,h,1,h,1,1,4,227,NULL,NULL,1
2022,2022-03-03,19:00:00,11,0,12,14,Ei,LSP,Heikki Lohilahti,Topi Pekonen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Topi Pekonen,Elmo Pärssinen,lassi onne,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,5,2,5,2,4,h,h,2,2,3,1,4,1,1,1,1,3,5,3,1,0,2,1,3,4,5,h,3,1,h,3,h,4,6,3,2,3,2,2,1,3,5,2,3,h,2,1,1,6,3,4,2,3,0,h,2,6,2,1,1,h,2,h,1,4,228,NULL,NULL,2
2022,2022-03-03,19:30:00,2,13,0,2,LSP,Ei,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Heikki Lohilahti,Topi Pekonen,Elmo Pärssinen,lassi onne,Heikki Lohilahti,Topi Pekonen,Elmo Pärssinen,lassi onne,5,6,5,4,1,1,3,h,3,3,2,1,2,2,1,h,6,6,3,4,3,1,3,3,2,2,1,0,3,1,1,1,5,4,2,3,2,2,h,3,4,3,h,1,2,2,h,0,6,3,3,6,3,4,4,4,h,1,1,0,2,0,h,2,4,228,NULL,NULL,2
2022,2022-03-04,12:00:00,2,9,9,10,SÄTKY ky,LSP,Sonja Mäkelä,Vilppu Penttilä,Kuisma Saariaho,Riku Tulineva,Sonja Mäkelä,Vilppu Penttilä,Kuisma Saariaho,Riku Tulineva,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Antti Pietiläinen,4,0,7,3,1,5,2,2,3,3,1,3,2,1,2,h,3,5,2,2,h,2,2,2,4,4,3,2,2,0,1,1,3,1,4,7,h,2,3,2,1,1,4,h,h,4,2,1,6,4,4,3,2,h,h,2,5,3,2,1,2,0,h,1,3,229,NULL,NULL,1
2022,2022-03-04,12:30:00,14,2,10,6,LSP,SÄTKY ky,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Niko Grön,Sonja Mäkelä,Vilppu Penttilä,Janne Jäppinen,Niko Grön,h,2,1,5,2,4,4,1,7,3,h,1,2,h,1,0,3,3,5,4,1,3,4,2,1,1,h,3,1,1,1,2,2,5,2,2,3,1,4,3,6,2,1,3,1,1,2,1,1,4,4,h,2,3,5,2,1,2,5,2,2,h,2,2,3,229,NULL,NULL,1
2022,2022-03-04,13:00:00,10,6,10,17,SÄTKY ky,LSP,Kuisma Saariaho,Vilppu Penttilä,Riku Tulineva,Niko Grön,Kuisma Saariaho,Vilppu Penttilä,Riku Tulineva,Niko Grön,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,2,4,h,5,4,4,1,2,3,h,1,2,3,2,2,h,4,6,2,5,1,2,4,0,3,4,1,1,1,1,h,h,3,5,7,4,3,3,3,2,h,3,1,1,1,0,h,1,2,5,3,5,2,1,1,h,3,1,1,1,1,h,3,2,3,229,NULL,NULL,1
2022,2022-03-04,13:30:00,26,4,18,8,LSP,SÄTKY ky,Atte Putkonen,Valtteri Manninen,Herkko Teittinen,Atso Härkönen,Atte Putkonen,Valtteri Manninen,Antti Pietiläinen,Atso Härkönen,Sonja Mäkelä,Vilppu Penttilä,Kuisma Saariaho,Niko Grön,Sonja Mäkelä,Vilppu Penttilä,Kuisma Saariaho,Niko Grön,2,4,1,3,2,1,3,1,2,2,2,1,1,1,h,1,5,5,1,h,1,4,3,h,2,2,3,h,4,h,1,h,5,6,4,3,1,4,0,1,3,3,1,0,2,3,1,1,2,5,7,1,4,2,h,2,2,4,1,1,0,1,2,2,3,229,NULL,NULL,1
2022,2022-03-04,15:00:00,2,−3,6,8,MaHaLasKu,Ei,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,3,6,4,5,3,2,3,2,6,1,1,1,h,h,1,1,1,5,1,1,4,5,3,3,5,h,h,2,2,3,1,1,5,7,5,7,1,1,3,1,3,4,1,1,1,e,e,e,2,5,3,1,5,6,1,1,h,2,1,2,2,2,2,1,2,230,NULL,NULL,3
2022,2022-03-04,15:30:00,0,2,0,4,Ei,MaHaLasKu,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,1,4,4,7,4,5,1,0,5,2,1,2,2,1,h,1,2,3,3,5,6,3,1,2,6,3,3,h,1,h,h,2,4,3,3,4,2,2,1,2,5,5,2,1,3,1,h,1,4,1,4,1,5,5,1,3,6,1,0,1,1,3,2,1,2,230,NULL,NULL,3
2022,2022-03-04,16:00:00,2,2,−3,2,MaHaLasKu,Ei,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Tomi Krokberg,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,5,5,5,1,7,2,3,4,3,1,h,0,1,1,1,h,4,5,2,4,3,7,4,2,5,2,0,1,1,e,e,e,6,3,3,3,4,3,1,1,7,2,2,1,1,1,h,1,4,5,5,h,5,5,1,h,4,4,h,2,1,1,1,1,2,230,NULL,NULL,3
2022,2022-03-04,16:30:00,10,1,2,−2,Ei,MaHaLasKu,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,4,5,3,4,1,6,3,2,2,h,2,h,2,h,1,h,3,3,5,2,5,1,1,2,3,4,2,2,2,1,2,1,4,3,5,2,1,3,1,h,4,4,1,5,2,2,1,1,4,4,5,2,5,3,3,3,1,3,4,1,1,1,e,e,2,230,NULL,NULL,3
2022,2022-03-04,17:00:00,3,6,6,−2,MaHaLasKu,Ei,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Jarno Mikkola,Leevi Hovatov,Erik Kuitunen,Totti Sillanpää,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,Heikki Lohilahti,Elmo Pärssinen,lassi onne,Kuisma Närhi,4,4,4,5,1,2,2,1,4,4,2,2,2,h,1,h,4,3,4,4,h,2,1,3,6,3,h,2,2,2,1,h,4,3,5,5,3,1,2,1,5,1,h,4,h,1,2,h,3,3,5,8,6,1,2,2,h,5,2,1,h,2,e,e,2,230,NULL,NULL,3
2023,2023-01-14,10:00:00,28,7,20,34,KyRSÄ,KKFC,Atte Perttola,Teemu Kauranen,Kuisma Närhi,Ville Martas,Atte Perttola,Joonas Kukonlehto,Kuisma Närhi,Ville Martas,Miikka Huotari,Niklas Vartiainen,Martta Ikonen,Juho Pitkanen,Miikka Huotari,Juho Kaasinen,Veeti Salminen,Juho Pitkanen,4,3,0,4,2,h,1,1,0,h,2,2,3,1,3,h,3,3,2,h,1,4,2,h,5,2,2,h,0,1,2,2,3,5,2,1,1,4,4,3,2,h,h,4,2,h,2,3,3,2,2,1,3,2,2,3,h,h,h,1,1,1,2,h,1,NULL,NULL,NULL,1
2023,2023-01-14,10:00:00,27,34,52,36,JHH,PÖHINÄ,Leevi Antelo,Leevi Tikka,Iiro Hietanen,Eetu Hyvönen,Leevi Antelo,Leevi Tikka,Iiro Hietanen,Eetu Hyvönen,Jyri Ruohola,Atte Ruokonen,Joona Palviainen,Teemu Karhu,Jyri Ruohola,Atte Ruokonen,Joona Palviainen,Teemu Karhu,2,3,0,1,1,2,1,2,2,2,3,3,1,1,2,0,h,h,h,4,0,2,1,3,h,3,0,1,0,h,h,h,0,1,2,2,3,h,2,3,1,2,2,h,0,2,2,h,3,3,h,0,2,0,h,4,3,1,1,3,h,0,1,1,1,NULL,NULL,NULL,2
2023,2023-01-14,10:00:00,40,46,21,11,Haunssi,Dra,Eeva Ruuska,Henna Raekorpi,Noora Peltoranta,Saara Hirvo,Eeva Ruuska,Henna Raekorpi,Noora Peltoranta,Saara Hirvo,Tiina Viitanen,Juha Varis,Uki Voutilainen,Iiro Pulska,Tiina Viitanen,Pasi Kortelainen,Masi Kähkönen,Mikko Kuusio,2,2,3,4,0,0,2,0,3,0,1,0,h,2,0,0,2,3,3,2,1,2,1,2,5,4,h,1,h,1,1,1,2,h,3,3,1,h,2,3,h,h,0,3,0,0,0,h,1,2,4,3,4,2,1,3,2,3,4,1,1,2,h,1,1,NULL,NULL,NULL,3
