kausi,pvm,klo,k1,k2,v1,v2,koti_joukkue,vieras_joukkue,koti_e1_hp1_pelaaja,koti_e1_hp2_pelaaja,koti_e1_hp3_pelaaja,koti_e1_hp4_pelaaja,koti_e2_hp1_pelaaja,koti_e2_hp2_pelaaja,koti_e2_hp3_pelaaja,koti_e2_hp4_pelaaja,vieras_e1_hp1_pelaaja,vieras_e1_hp2_pelaaja,vieras_e1_hp3_pelaaja,vieras_e1_hp4_pelaaja,vieras_e2_hp1_pelaaja,vieras_e2_hp2_pelaaja,vieras_e2_hp3_pelaaja,vieras_e2_hp4_pelaaja,koti_e1_1,koti_e1_2,koti_e1_3,koti_e1_4,koti_e1_5,koti_e1_6,koti_e1_7,koti_e1_8,koti_e1_9,koti_e1_10,koti_e1_11,koti_e1_12,koti_e1_13,koti_e1_14,koti_e1_15,koti_e1_16,vieras_e1_1,vieras_e1_2,vieras_e1_3,vieras_e1_4,vieras_e1_5,vieras_e1_6,vieras_e1_7,vieras_e1_8,vieras_e1_9,vieras_e1_10,vieras_e1_11,vieras_e1_12,vieras_e1_13,vieras_e1_14,vieras_e1_15,vieras_e1_16,koti_e2_1,koti_e2_2,koti_e2_3,koti_e2_4,koti_e2_5,koti_e2_6,koti_e2_7,koti_e2_8,koti_e2_9,koti_e2_10,koti_e2_11,koti_e2_12,koti_e2_13,koti_e2_14,koti_e2_15,koti_e2_16,vieras_e2_1,vieras_e2_2,vieras_e2_3,vieras_e2_4,vieras_e2_5,vieras_e2_6,vieras_e2_7,vieras_e2_8,vieras_e2_9,vieras_e2_10,vieras_e2_11,vieras_e2_12,vieras_e2_13,vieras_e2_14,vieras_e2_15,vieras_e2_16,tyyppi,Pelisarja Id,ksanktio,vsanktio,Kenttä nro.
2011,2011-02-05,12:30:00,16,10,34,32,KCR,La Sól,Matias Nurminen,Mikko Kuusio,Sami Kontio,Simo Takala,Sami Ahola,Mikko Kuusio,Otto Rossi,Simo Takala,Ilkka Kari,Mikko Salonen,Mikko Vainikka,Teemu Öster,Ilkka Kari,Mikko Salonen,Mikko Vainikka,Teemu Öster,2,1,5,3,4,−1,0,2,1,0,3,2,−1,1,3,2,4,1,3,1,h,2,0,1,4,2,−1,−1,2,1,1,1,3,3,5,1,3,−2,5,h,h,h,5,4,−2,−2,2,h,3,2,2,2,1,0,0,2,1,1,4,3,0,0,1,2,1,NULL,0,0,
2011,2011-02-05,12:30:00,42,21,45,30,MINT,Hauki,Saana Siirilä,Antti Latva,Nina Tervonen,Ari Koskimies,Joona Hasu,Heikki Hämäläinen,Jenni Mäenpää,Simo Kiiski,Lassi Uusitalo,Oona Takala,Jenni Oksanen,Santeri Kiljunen,Lassi Uusitalo,Oona Takala,Jenni Oksanen,Santeri Kiljunen,−1,2,2,3,1,1,−1,1,2,−1,4,1,−1,−1,−1,1,0,0,2,h,1,2,0,1,2,3,h,3,2,1,0,1,2,2,3,3,1,2,2,1,5,3,4,h,1,h,0,0,0,0,2,3,1,1,3,1,3,0,3,3,3,1,0,1,1,NULL,0,0,
2011,2011-02-05,13:00:00,22,28,19,22,KVAK,Bi,Elina Salmela,Matti Jaaranen,Juha Hakulinen,Eija Multanen,Ville Hietanen,Matti Jaaranen,Juha Hakulinen,Eija Multanen,Juuso Siitonen,Tomi Mielityinen,Janne Pulkkinen,Teemu Siikanen,Juuso Siitonen,Tomi Mielityinen,Janne Pulkkinen,Teemu Siikanen,4,2,4,2,2,3,−1,3,1,3,1,h,−1,−1,−1,3,1,2,3,3,2,4,1,5,2,0,h,h,1,1,3,1,5,0,1,1,2,1,3,0,2,2,2,h,3,h,1,2,2,3,4,3,1,4,0,1,3,3,3,1,1,0,1,2,1,NULL,0,0,
2011,2011-02-05,13:00:00,30,35,23,28,FSKA,GSKC,Tuomas Suikkanen,Jussi Ojalainen,Teemu Puustinen,Sakari Luumi,Tuomas Suikkanen,Jussi Ojalainen,Teemu Puustinen,Sakari Luumi,Mikko Peni,Tuomo Immonen,Antti Hämäläinen,Simo Kaartinen,Mikko Peni,Lauri Pontela,Antti Hämäläinen,Simo Kaartinen,1,2,3,0,2,3,−1,4,0,0,2,1,3,2,−1,1,3,2,−2,−2,1,3,5,4,4,h,−2,−2,1,h,3,3,3,2,3,h,1,3,4,2,2,1,h,1,1,h,h,h,1,4,3,1,3,1,h,5,1,0,h,h,2,1,1,2,1,NULL,0,0,
2011,2011-02-05,13:00:00,34,38,10,16,TS,KCR,Ossi Ikonen,Petri Koivunen,Annamaria Mustonen,Antti Holopainen,Ossi Ikonen,Petri Koivunen,Liisa Salminen,Antti Holopainen,Sami Ahola,Mikko Kuusio,Otto Rossi,Simo Takala,Sami Ahola,Mikko Kuusio,Otto Rossi,Simo Takala,1,3,1,2,−1,2,1,5,2,3,1,h,−1,−1,1,1,2,5,7,5,2,2,2,4,0,1,1,1,h,1,h,1,3,1,1,2,3,1,3,−1,−1,−1,h,3,h,2,−1,1,2,2,2,3,5,2,2,3,1,3,1,2,3,0,−1,−1,1,NULL,0,0,
2011,2011-02-05,13:00:00,43,49,39,30,Krk-10,MINT,Henri Laamanen,Pekka Gröhn,Sami Kapanen,Patrik Mikkola,Henri Laamanen,Pekka Gröhn,Mikko Myllymäki,Patrik Mikkola,Joona Hasu,Nina Tervonen,Heikki Hämäläinen,Simo Kiiski,Saana Siirilä,Antti Latva,Jenni Mäenpää,Ari Koskimies,1,1,2,4,−1,2,0,1,h,3,1,h,1,−1,1,3,2,1,1,h,1,1,0,1,3,1,1,3,1,h,2,0,3,−1,h,2,2,0,1,3,−1,−1,h,2,2,1,2,h,2,2,2,5,1,0,1,h,5,0,0,1,2,0,1,2,1,NULL,0,0,
2011,2011-02-05,13:30:00,45,18,32,33,Panis,KVAK,Juha Sumanen,Maria Matveinen,Henna Ihalainen,Jesse Tikka,Jesse Tikka,Ida Koskinen,Juha Sumanen,Tuomas Melanen,Elina Salmela,Ville Hietanen,Matti Jaaranen,Juha Hakulinen,Elina Salmela,Ville Hietanen,Matti Jaaranen,Juha Hakulinen,2,1,1,1,2,2,1,2,1,2,0,0,1,0,h,1,0,2,5,−1,h,3,1,4,1,3,1,−1,3,2,h,1,3,3,1,4,h,3,3,2,1,1,2,h,2,2,h,1,2,3,1,6,1,1,3,−1,2,1,0,3,h,h,2,−1,1,NULL,0,0,
2011,2011-02-05,13:30:00,37,22,26,19,ROKU,FSKA,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Tomi Pakarinen,Kari Eloranta,Jari Havuaho,Tuomas Suikkanen,Jussi Ojalainen,Sakari Luumi,Teemu Puustinen,Tuomas Suikkanen,Jussi Ojalainen,Teemu Puustinen,Olli Holopainen,2,1,1,1,2,2,2,h,1,2,2,0,h,h,3,3,2,3,h,3,−2,−2,1,5,3,3,1,1,2,−2,0,3,4,3,2,3,1,2,−1,−1,2,2,1,2,2,3,−1,1,2,2,3,3,1,4,−3,−3,3,5,3,3,h,1,−3,−3,1,NULL,0,0,
2011,2011-02-05,13:30:00,17,18,36,14,ASS,TS,Erkka Holviala,Petteri Westerholm,Janne Suortti,Anssi Tura,Jesse Meuronen,Petteri Westerholm,Ville Kytömäki,Erkka Holviala,Ossi Ikonen,Antti Holopainen,Jacinto Javier Ramirez Lahti,Mikko Kärkkäinen,Ossi Ikonen,Antti Holopainen,Jacinto Javier Ramirez Lahti,Mikko Kärkkäinen,3,5,4,3,0,1,4,−1,1,1,h,3,1,2,−1,2,2,4,2,h,1,3,h,1,h,h,3,3,0,1,h,3,6,2,6,5,1,−1,4,3,−1,−1,0,0,−1,2,0,1,5,1,2,1,1,2,2,2,3,3,2,1,h,2,1,2,1,NULL,0,0,
2011,2011-02-05,13:30:00,25,9,16,44,GPK,Krk-10,Jerker Brandt,Juhana Repo,Mikko Kosonen,Tuomas Telkkä,Jerker Brandt,Juhana Repo,Mikko Kosonen,Tuomas Telkkä,Pekka Gröhn,Patrik Mikkola,Henri Laamanen,Sami Kapanen,Pekka Gröhn,Patrik Mikkola,Henri Laamanen,Mikko Myllymäki,1,1,3,3,h,3,1,3,2,1,4,2,h,h,2,1,3,4,3,3,3,−1,1,h,4,1,3,h,−1,4,1,h,1,2,4,3,1,4,2,h,5,2,3,3,0,2,2,h,2,4,1,1,h,2,h,1,h,h,5,1,1,2,1,h,1,NULL,0,0,
2011,2011-02-05,14:00:00,24,31,18,11,Panis,Dra,Jesse Tikka,Maria Matveinen,Juha Sumanen,Tuomas Melanen,Jesse Tikka,Henna Ihalainen,Juha Sumanen,Tuomas Melanen,Lauri Tuimala,Katja Talvirinne,Ilkka Virta,Yrjö Hakkarainen,Lauri Tuimala,Katja Talvirinne,Jouni Sampo,Yrjö Hakkarainen,1,2,3,4,1,4,3,1,1,h,1,1,2,1,1,1,1,2,4,4,1,0,1,2,2,6,1,2,0,0,1,3,1,3,1,1,3,3,1,2,3,h,−1,−1,h,4,1,1,4,2,4,3,5,h,2,3,0,2,1,3,1,1,1,h,1,NULL,0,0,
2011,2011-02-05,14:00:00,30,48,15,15,ROKU,LMTVO,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Iitu Mäkelä,Tomi Pakarinen,Jari Havuaho,Tuomas Korppi,Henrik Tarkkio,Pasi Kortelainen,Juha Varis,Tuomas Korppi,Samu Uimonen,Pasi Kortelainen,Juha Varis,4,1,4,0,2,2,−1,3,0,3,0,2,1,2,−1,−1,3,2,1,2,2,5,3,4,3,1,1,h,1,2,1,1,1,h,−1,−1,1,1,2,h,4,1,−1,−1,3,2,1,h,2,4,1,3,2,0,1,4,4,4,3,1,1,0,0,1,1,NULL,0,0,
2011,2011-02-05,14:00:00,15,20,45,38,ASS,La Sól,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Janne Suortti,Ville Kytömäki,Ilkka Kari,Mikko Salonen,Mikko Vainikka,Teemu Öster,Ilkka Kari,Mikko Salonen,Mikko Vainikka,Teemu Öster,h,1,4,3,4,1,2,2,3,1,2,3,2,2,0,1,−1,−1,0,0,h,h,−1,3,4,2,3,2,1,1,−1,1,3,2,3,4,1,2,2,1,1,2,4,3,−1,−1,0,0,1,2,0,4,−1,−1,1,1,h,2,2,2,2,1,0,2,1,NULL,0,0,
2011,2011-02-05,14:00:00,44,17,52,28,GPK,Hauki,Jerker Brandt,Juhana Repo,Mikko Kosonen,Tuomas Telkkä,Jerker Brandt,Niko Kuikka,Mikko Kosonen,Tuomas Telkkä,Santeri Kiljunen,Lassi Uusitalo,Anni Ylönen,Juho Toivonen,Juho Toivonen,Lassi Uusitalo,Anni Ylönen,Santeri Kiljunen,1,3,3,3,h,2,1,2,1,h,2,h,1,h,h,1,−1,−1,0,1,−1,−1,−1,1,1,−1,4,4,2,−1,2,−1,4,0,3,3,3,1,3,−1,2,1,3,4,1,0,−1,1,0,2,3,4,2,−1,1,1,1,4,3,h,3,−1,−1,−1,1,NULL,0,0,
2011,2011-02-05,14:30:00,37,31,20,10,ÄIJÄT,Bi,Anna Sundquist,Anu-Maria Olli,Maaren Ali-Marttila,Sonja Tuovinen,Anna Sundquist,Anu-Maria Olli,Maaren Ali-Marttila,Sonja Tuovinen,Juuso Siitonen,Tomi Mielityinen,Janne Pulkkinen,Teemu Siikanen,Juuso Siitonen,Tomi Mielityinen,Janne Pulkkinen,Teemu Siikanen,3,2,0,0,0,1,1,4,h,4,0,1,3,1,0,1,3,1,2,3,3,2,−1,1,3,1,3,1,3,h,2,−1,1,2,1,3,3,1,h,2,h,1,1,h,2,4,2,1,2,3,3,3,1,3,1,0,4,0,2,2,4,0,3,2,1,NULL,0,0,
2011,2011-02-05,14:30:00,24,12,33,47,PaVa,GSKC,Vesa Korjula,Petrus Suokas,Matti Peittilä,Uki Voutilainen,Kalle Kuusisto,Vesa Korjula,Petrus Suokas,Uki Voutilainen,Mikko Peni,Tuomo Immonen,Henri Petrow,Antti Hämäläinen,Mikko Peni,Simo Kaartinen,Henri Petrow,Lauri Pontela,1,4,2,2,1,−2,1,3,2,3,3,h,−2,−2,1,3,2,3,h,1,0,1,2,2,1,3,1,1,3,2,h,1,3,2,2,1,2,1,4,1,3,6,h,2,2,0,2,h,2,−1,1,3,3,1,1,1,3,−1,1,0,1,1,−1,−1,1,NULL,0,0,
2011,2011-02-05,14:30:00,36,38,16,34,the Ant,KCR,Saku Kesonen,Juhani Pouta,Laura Ylitalo,Reko Fagerholm,Saku Kesonen,Antti Karhu,Laura Ylitalo,Reko Fagerholm,Sami Kontio,Mikko Kuusio,Otto Rossi,Simo Takala,Matias Nurminen,Mikko Kuusio,Otto Rossi,Simo Takala,1,2,1,0,1,1,4,1,0,1,2,0,0,1,3,2,h,2,4,1,1,2,5,2,3,3,4,0,h,h,h,1,2,2,3,1,−1,1,2,2,1,1,0,1,−1,−1,0,2,2,5,0,2,1,2,1,h,1,1,2,1,2,h,2,h,1,NULL,0,0,
2011,2011-02-05,14:30:00,26,4,34,27,HeMi,MINT,Aku Lipsanen,Riku Neuvonen,Jani Mikkonen,Ville Kakkonen,Aku Lipsanen,Riku Neuvonen,Ville Vesterinen,Ville Kakkonen,Joona Hasu,Nina Tervonen,Antti Latva,Saana Siirilä,Joona Hasu,Heikki Hämäläinen,Jenni Mäenpää,Simo Kiiski,−1,4,3,4,h,2,1,1,2,−1,2,3,h,h,3,2,1,5,2,−1,3,3,2,−1,1,1,−1,2,1,0,−1,−1,3,2,5,3,3,1,3,0,5,2,1,3,0,3,0,2,1,2,0,4,1,2,2,2,1,2,1,1,−1,−1,6,0,1,NULL,0,0,
2011,2011-02-08,18:00:00,18,3,5,14,KCR,PaVa,Matias Nurminen,Mikko Kuusio,Sami Kontio,Sami Ahola,Sami Ahola,Mikko Kuusio,Sami Kontio,Simo Takala,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,1,1,5,1,3,h,2,6,1,h,4,1,1,2,1,1,2,5,6,2,h,2,2,3,3,4,1,1,2,1,0,1,2,1,6,4,1,3,3,4,2,1,4,1,2,2,1,h,1,4,4,2,h,1,1,3,4,2,1,3,2,1,2,1,1,NULL,0,0,
2011,2011-02-08,18:00:00,27,32,17,8,ÄIJÄT,TS,Pia Kaila,Anu-Maria Olli,Maaren Ali-Marttila,Sonja Tuovinen,Pia Kaila,Tiina Saikko,Anna Sundquist,Maaren Ali-Marttila,Ossi Ikonen,Kimmo Hilden,Antti Holopainen,Mikko Kärkkäinen,Ossi Ikonen,Kimmo Hilden,Antti Holopainen,Mikko Kärkkäinen,1,h,2,1,6,0,1,2,3,h,2,h,2,1,3,3,4,5,2,4,h,2,2,2,1,1,2,1,1,1,1,1,h,2,3,2,2,2,3,2,3,h,3,1,h,h,1,0,2,4,4,4,2,4,1,1,2,1,1,2,1,2,h,2,1,NULL,0,0,
2011,2011-02-08,18:30:00,8,10,20,10,ASS,PaVa,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Vesa Korjula,Petrus Suokas,Tuomas Nevalainen,Uki Voutilainen,Kalle Kuusisto,Vesa Korjula,Petrus Suokas,Uki Voutilainen,2,3,4,6,4,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,h,3,2,1,3,0,h,3,3,1,3,3,3,3,4,h,2,2,1,2,4,3,6,1,1,0,h,1,1,5,1,3,2,3,0,1,2,3,1,h,3,1,5,2,1,NULL,0,0,
2011,2011-02-08,18:30:00,12,16,16,10,Dra,HeMi,Lauri Tuimala,Erkko Puttonen,Ilkka Virta,Jouni Sampo,Lauri Tuimala,Erkko Puttonen,Ilkka Virta,Jouni Sampo,Aku Lipsanen,Riku Neuvonen,Sami Savioja,Ville Vesterinen,Aku Lipsanen,Riku Neuvonen,Jani Mikkonen,Ville Vesterinen,3,3,3,4,1,1,2,0,1,3,3,1,1,1,1,4,0,1,3,3,4,2,−1,2,4,2,2,2,2,1,−1,3,4,2,3,3,0,1,0,2,3,h,5,2,1,2,2,0,5,5,3,1,2,2,1,3,2,3,2,1,h,1,1,1,1,NULL,0,0,
2011,2011-02-08,19:00:00,17,31,28,27,ROKU,Krk-10,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Ilari Tanskanen,Mikko Myllymäki,Ville Hakonen,Matias Henttonen,Olli Haapamäki,Henri Laamanen,Pekka Gröhn,Patrik Mikkola,Sami Kapanen,2,5,3,h,2,1,3,1,2,1,4,1,1,2,1,h,2,4,2,0,1,2,−1,3,3,2,1,4,h,2,−1,−1,3,2,0,0,4,3,1,1,0,3,3,2,1,1,h,h,3,1,−1,2,1,2,0,1,2,1,4,−1,h,2,3,3,1,NULL,0,0,
2011,2011-02-08,19:00:00,0,15,10,5,HeMi,LMTVO,Aku Lipsanen,Riku Neuvonen,Jani Mikkonen,Ville Vesterinen,Aku Lipsanen,Riku Neuvonen,Jani Mikkonen,Ville Vesterinen,Tuomas Korppi,Samu Uimonen,Juha Varis,Mika Hanski,Tuomas Korppi,Samu Uimonen,Juha Varis,Mika Hanski,3,2,5,3,2,1,2,1,1,4,5,3,2,h,3,1,3,2,4,2,4,2,2,1,5,0,2,2,h,2,3,h,2,2,4,3,0,2,3,2,2,6,2,1,1,0,1,h,1,3,2,1,5,4,0,3,6,1,2,1,2,2,1,1,1,NULL,0,0,
2011,2011-02-08,19:30:00,21,40,10,13,La Sól,FSKA,Markus Ylönen,Ilkka Kari,Mikko Salonen,Teemu Öster,Markus Ylönen,Ilkka Kari,Mikko Vainikka,Teemu Öster,Ville Rantanen,Jussi Ojalainen,Sakari Luumi,Teemu Puustinen,Ville Rantanen,Tuomas Suikkanen,Jyri Nyman,Teemu Puustinen,2,3,2,1,1,2,2,1,3,4,2,0,0,3,1,0,3,4,2,1,5,3,2,2,3,2,1,1,h,2,1,2,1,4,2,2,−1,2,1,1,0,2,1,2,1,−1,3,h,4,5,4,2,2,1,3,3,1,1,1,1,h,1,1,2,1,NULL,0,0,
2011,2011-02-08,19:30:00,26,25,14,29,the Ant,Krk-10,Antti Karhu,Saku Kesonen,Laura Ylitalo,Topi Särkkä,Antti Karhu,Saku Kesonen,Laura Ylitalo,Tatu Kupiainen,Mikko Myllymäki,Ville Hakonen,Matias Henttonen,Sami Kapanen,Henri Laamanen,Pekka Gröhn,Patrik Mikkola,Olli Haapamäki,3,2,2,3,0,4,−2,3,4,h,2,1,4,0,−2,−2,2,3,3,1,1,4,1,3,2,1,1,2,1,2,2,3,2,3,3,4,1,3,1,0,2,2,2,2,h,1,1,1,h,h,h,5,5,2,2,2,3,1,h,2,3,0,1,h,1,NULL,0,0,
2011,2011-02-10,18:00:00,25,26,14,19,KVAK,ASS,Eija Multanen,Elina Salmela,Ville Hietanen,Matti Jaaranen,Eija Multanen,Elina Salmela,Ville Hietanen,Matti Jaaranen,Jesse Meuronen,Erkka Holviala,Anssi Tura,Ville Kytömäki,Jesse Meuronen,Erkka Holviala,Anssi Tura,Ville Kytömäki,5,2,3,2,1,5,h,3,1,h,1,1,h,1,1,2,6,3,3,2,h,h,0,3,4,1,2,1,2,2,2,1,2,4,3,2,3,3,h,h,0,2,2,h,1,3,2,h,4,3,2,4,3,3,3,2,1,1,1,2,h,h,0,1,1,NULL,0,0,
2011,2011-02-10,18:00:00,13,8,20,14,GPK,GSKC,Juhana Repo,Ville Varma,Jussi Koskela,Paavo Leinonen,Juhana Repo,Ville Varma,Jussi Koskela,Paavo Leinonen,Mikko Peni,Markus Järvisalo,Antti Turpeinen,Simo Kaartinen,Markus Järvisalo,Mikko Peni,Antti Turpeinen,Simo Kaartinen,1,3,1,2,4,5,1,2,2,1,3,3,h,2,1,1,h,h,4,1,3,h,3,2,h,h,h,2,1,5,h,2,1,3,3,4,3,3,1,3,1,2,3,2,0,2,2,1,1,1,0,2,2,1,1,2,3,6,1,3,h,2,3,3,1,NULL,0,0,
2011,2011-02-10,18:30:00,26,24,24,22,GSKC,Panis,Markus Järvisalo,Mikko Peni,Antti Turpeinen,Simo Kaartinen,Jussi Kauppila,Antti Turpeinen,Mikko Peni,Markus Järvisalo,Jarmo Saukkonen,Juha Sumanen,Jesse Tikka,Tuomas Melanen,Jarmo Saukkonen,Juha Sumanen,Jesse Tikka,Tuomas Melanen,2,1,2,3,2,2,1,0,1,2,4,2,1,2,0,1,2,3,2,2,h,1,2,5,4,2,h,2,1,h,h,h,3,h,2,1,3,3,1,3,3,3,h,1,2,1,2,1,2,3,2,2,1,2,h,6,2,2,h,h,1,1,2,h,1,NULL,0,0,
2011,2011-02-10,18:30:00,15,18,4,12,La Sól,GPK,Teemu Öster,Mikko Vainikka,Mikko Salonen,Markus Ylönen,Teemu Öster,Mikko Vainikka,Mikko Salonen,Markus Ylönen,Jerker Brandt,Ville Varma,Jussi Koskela,Paavo Leinonen,Jerker Brandt,Ville Varma,Jussi Koskela,Paavo Leinonen,4,0,1,2,1,0,2,3,7,1,1,1,2,3,2,1,2,6,3,2,3,h,3,1,2,4,2,2,3,h,1,2,2,3,1,3,1,5,1,0,0,2,0,2,1,4,4,0,4,4,3,3,1,2,1,2,1,3,−1,−1,h,3,2,2,1,NULL,0,0,
2011,2011-02-10,19:00:00,23,22,35,16,Panis,TS,Jarmo Saukkonen,Jesse Tikka,Juha Sumanen,Tuomas Melanen,Jarmo Saukkonen,Jesse Tikka,Juha Sumanen,Tuomas Melanen,Ossi Ikonen,Kimmo Hilden,Antti Holopainen,Petri Koivunen,Ossi Ikonen,Kimmo Hilden,Antti Holopainen,Petri Koivunen,1,1,2,3,1,1,5,1,h,6,2,1,1,2,1,h,3,2,1,2,1,1,h,1,4,3,0,1,h,h,2,1,1,3,4,1,3,3,1,2,3,h,h,2,2,1,0,1,2,3,1,3,4,1,2,2,4,3,2,0,1,2,h,1,1,NULL,0,0,
2011,2011-02-10,19:00:00,46,25,17,18,MINT,ROKU,Saana Siirilä,Heikki Hämäläinen,Antti Latva,Ari Koskimies,Joona Hasu,Antti Latva,Nina Tervonen,Timo Heikkinen,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Samu Hämäläinen,2,2,2,2,4,2,−2,1,−1,−1,4,h,−1,−1,−2,−2,3,1,3,3,4,5,2,1,1,0,h,2,1,2,1,1,6,4,2,2,−1,1,3,1,3,2,1,1,1,−1,h,h,3,2,1,6,1,2,h,1,0,2,2,2,3,h,4,h,1,NULL,0,0,
2011,2011-02-10,19:30:00,27,16,15,20,MINT,Dra,Saana Siirilä,Heikki Hämäläinen,Antti Latva,Ari Koskimies,Joona Hasu,Nina Tervonen,Timo Heikkinen,Saana Siirilä,Lauri Tuimala,Erkko Puttonen,Ilkka Virta,Jouni Sampo,Lauri Tuimala,Erkko Puttonen,Ilkka Virta,Jouni Sampo,0,3,1,4,4,3,2,3,0,1,1,1,1,1,h,h,3,1,1,2,1,0,5,4,1,4,0,2,2,1,1,h,4,3,2,−1,1,1,2,6,3,2,3,−1,1,2,h,1,1,3,1,3,4,h,0,2,1,h,2,4,1,1,2,2,1,NULL,0,0,
2011,2011-02-10,19:30:00,21,35,28,37,Hauki,the Ant,Jenni Oksanen,Kalle Kinnunen,Esko Väänänen,Lassi Uusitalo,Oona Takala,Julius Hytti,Santeri Kiljunen,Janne Kiljunen,Antti Karhu,Saku Kesonen,Juhani Pouta,Topi Särkkä,Antti Karhu,Saku Kesonen,Tatu Kupiainen,Topi Särkkä,2,1,4,1,1,2,3,−1,4,3,h,2,2,0,−1,3,h,1,3,0,1,2,3,1,2,3,4,1,−1,−1,3,2,2,2,1,1,2,1,2,2,0,0,2,3,h,h,2,1,h,1,2,2,3,1,3,3,2,3,0,1,1,h,1,0,1,NULL,0,0,
2011,2011-02-15,18:00:00,22,10,15,20,Bi,GPK,Juuso Siitonen,Tomi Mielityinen,Mikko Holopainen,Janne Pulkkinen,Juuso Siitonen,Tomi Mielityinen,Mikko Holopainen,Janne Pulkkinen,Jerker Brandt,Ville Varma,Juhana Repo,Paavo Leinonen,Jerker Brandt,Juhana Repo,Jussi Koskela,Tuomas Telkkä,1,2,h,1,1,5,2,h,4,2,3,1,1,1,2,1,1,1,3,2,4,2,2,1,3,4,1,1,h,2,h,4,2,4,4,2,1,2,2,2,3,1,3,2,1,1,3,h,5,1,h,4,3,h,h,h,0,2,2,3,2,1,1,5,1,NULL,0,0,
2011,2011-02-15,18:00:00,18,37,25,21,the Ant,MINT,Antti Karhu,Saku Kesonen,Topi Särkkä,NULL,Antti Karhu,Saku Kesonen,Topi Särkkä,NULL,Joona Hasu,Heikki Hämäläinen,Timo Heikkinen,Simo Kiiski,Joona Hasu,Antti Latva,Jenni Mäenpää,Simo Kiiski,1,0,3,2,5,3,0,0,2,4,0,4,4,2,0,0,1,3,1,3,3,3,1,3,2,3,1,2,h,1,1,1,1,3,4,1,4,2,0,0,1,1,1,1,3,1,0,0,3,2,1,3,2,0,3,1,1,3,h,4,1,3,0,1,1,NULL,0,0,
2011,2011-02-15,18:30:00,11,6,4,14,Dra,GPK,Lauri Tuimala,Erkko Puttonen,Jyri Koistinen,Jouni Sampo,Lauri Tuimala,Erkko Puttonen,Jyri Koistinen,Jouni Sampo,Juhana Repo,Ville Varma,Jussi Koskela,Paavo Leinonen,Juhana Repo,Ville Varma,Jussi Koskela,Paavo Leinonen,3,1,3,2,3,2,2,2,4,3,h,3,2,1,2,h,2,4,5,1,5,1,1,4,h,2,h,3,2,3,1,2,4,7,3,0,4,3,4,3,1,3,1,1,1,h,h,h,1,3,1,1,3,2,6,5,1,2,3,1,h,2,1,h,1,NULL,0,0,
2011,2011-02-15,18:30:00,16,48,20,6,GSKC,HeMi,Jussi Kauppila,Mikko Peni,Antti Turpeinen,Simo Kaartinen,Jussi Kauppila,Mikko Peni,Antti Turpeinen,Simo Kaartinen,Sampo Saarenpää,Riku Neuvonen,Jani Mikkonen,Ville Vesterinen,Sampo Saarenpää,Riku Neuvonen,Jani Mikkonen,Ville Vesterinen,2,2,1,4,2,4,2,3,3,h,1,3,3,h,1,1,3,1,3,1,2,1,5,1,h,4,1,1,1,h,2,3,h,1,4,2,2,2,0,1,2,1,1,1,h,1,1,1,5,3,h,1,2,5,2,4,2,3,2,h,1,2,1,1,1,NULL,0,0,
2011,2011-02-15,19:00:00,49,29,39,27,TS,KVAK,Kimmo Hilden,Jacinto Javier Ramirez Lahti,Armi Nurminen,Mikko Kärkkäinen,Petri Koivunen,Jacinto Javier Ramirez Lahti,Armi Nurminen,Mikko Kärkkäinen,Matti Jaaranen,Eija Multanen,Ville Hietanen,NULL,Matti Jaaranen,Eija Multanen,Ville Hietanen,NULL,h,2,−1,2,2,−1,1,3,2,2,1,−1,1,−1,h,1,1,6,1,1,1,5,0,0,h,h,1,0,3,3,0,0,3,3,h,4,2,−1,3,0,1,4,1,1,−1,−1,1,3,2,6,−2,−2,2,6,0,0,1,3,−2,1,2,4,0,0,1,NULL,0,0,
