Kausi,Etunimi,Sukunimi,Joukkue,Joukkue ID
2023,Joonas,Lappi,Kakat,143
2023,Katja,Rossi,Kamasutra,146
2023,Ella,Salo,Kamasutra,146
2023,Tomi,Maijala,Kamasutra,146
2023,Amanda,Seppinen,Kamasutra,146
2023,Aino,Bäcklund,Kamasutra,146
2023,Julia,Eliander,Kamasutra,146
2023,Amanda,Valtanen,Kamasutra,146
2023,TUOMAS,HUILLA,Kamasutra,146
2023,Kovanen,Visa,Kamasutra,146
2023,Jenny,Autio,Kamasutra,146
2023,Niklas,Hjelm,KEK,141
2023,Miko,Mattila,KEK,141
2023,Marko,Jutila,KEK,141
2023,Robin,Karlsson,KEK,141
2023,Sami,Toivanen,KEK,141
2023,Kasperi,Löfman,KEK,141
2023,Samuel,Uosukainen,KEK,141
2023,Eetu,Knutars,KeKKULIT,137
2023,Eetu,Peltola,KeKKULIT,137
2023,Veeti,Rajaniemi,KeKKULIT,137
2023,Toni,Koskinen,KeKKULIT,137
2023,Joona,Ylijoki,KeKKULIT,137
2023,Sampsa,Luomi,KeKKULIT,137
2023,Pauli,Anttonen,KeKKULIT,137
2023,Eero,Ryhänen,KeKKULIT,137
2023,Leevi,Kämäräinen,KeKKULIT,137
2023,Ilmari,Vahteristo,KeKKULIT,137
2023,oskari,ekholm,KeKKULIT,137
2023,Ilmari,Korpivaara,KEU,110
2023,Jesse,Hölli,KEU,110
2023,Markus,Heikkilä,KEU,110
2023,Tuomas,Jylhä,KEU,110
2023,Saku,Laakkonen,KEU,110
2023,Aleksi,Nyström,KEU,110
2023,Niklas,Vartiainen,KKFC,142
2023,Veeti,Salminen,KKFC,142
2023,Miikka,Huotari,KKFC,142
2023,Juho,Kaasinen,KKFC,142
2023,Topi,Kainulainen,KKFC,142
2023,Juho,Pitkanen,KKFC,142
2023,Martta,Ikonen,KKFC,142
2023,Kasper,Kettunen,KOFF,69
2023,Jonas,Lillman,KOFF,69
2023,Aapo,Ranta-Lassila,KOFF,69
2023,Veeti,Kytöläinen,KOFF,69
2023,Miro,Muinonen,KOFF,69
2023,Jeremi,Juottonen,KOFF,69
2023,Hilkka,Rinta-Koski,KOFF,69
2023,Anni,Kokkonen,KOFF,69
2023,Antti,Pietiläinen,KW,80
2023,Sampo,Yrjölä,KW,80
2023,Atso,Härkönen,KW,80
2023,Herkko,Teittinen,KW,80
2023,Perttu,Palkia,KW,80
2023,Valtteri,Manninen,KW,80
2023,Pinla,Nokkanen,KW,80
2023,Samuli,Kantola,KW,80
2023,Samu,Nylander,KyGä,111
2023,Tobias,Lönnström,KyGä,111
2023,Leevi-Kalle,Väisänen,KyGä,111
2023,Jussi,Manninen,KyGä,111
2023,Daniel,Palmen,KyGä,111
2023,Elmeri,Seistola,KyGä,111
2023,Tatu,Kemppainen,KyGä,111
2023,Viljami,Eerola,KyGä,111
2023,Lauri,Erä-Esko,KyGä,111
2023,Joona,Lindgrén,KyPo,145
2023,Jesse,Turunen,KyPo,145
2023,Jesse,Sopanen,KyPo,145
2023,Olli,Lampio,KyPo,145
2023,Joona,Häyrinen,KyPo,145
2023,Tommi,Romppanen,KyPo,145
2023,Tuukka,Inkilä,KyPo,145
2023,Joel,Takala,KyPo,145
2023,Risto,Haimila,KyPo,145
2023,Teemu,Kauranen,KyRSÄ,103
2023,Joonas,Kukonlehto,KyRSÄ,103
2023,Atte,Perttola,KyRSÄ,103
2023,Ville,Martas,KyRSÄ,103
2023,Kuisma,Saariaho,KyRSÄ,103
2023,Kuisma,Närhi,KyRSÄ,103
2023,Jarkko,Laulumaa,KyRSÄ,103
2023,Otso,Weckström,KyRSÄ,103
2023,Elina,Pohjanpalo,KyRSÄ,103
2023,Aleksi,Kuznetsov,LPRPB,109
2023,Anastasia,Titievskaja,LPRPB,109
2023,Iiro,Niiranen,LPRPB,109
2023,Jani,Kontula,LPRPB,109
2023,Patrik,Vuorinen,LPRPB,109
2023,Cian,Carroll,LPRPB,109
2023,Renata,Jauho,LPRPB,109
2023,Roope,Turkki,LPRPB,109
2023,Akseli,Törrönen,LPRPB,109
2023,Leevi,Korhonen,LPRPB,109
2023,Miika,Pahkala,LPRPB,109
2023,Merle,Klüver,LPRPB,109
2023,Jarno,Mikkola,MaHaLasKu,97
2023,Erik,Kuitunen,MaHaLasKu,97
2023,Leevi,Hovatov,MaHaLasKu,97
2023,Vilma,Mäkitalo,MaHaLasKu,97
2023,Elias,Räsänen,MaHaLasKu,97
2023,Totti,Sillanpää,MaHaLasKu,97
2023,Joona,Lappalainen,MaHaLasKu,97
2023,Veikka,Immonen,MaHaLasKu,97
2023,lassi,onne,MaHaLasKu,97
2023,Sami,Mäkipää,MaHaLasKu,97
2023,Niko,Purhonen,MALLAS,113
2023,Aleksi 'Darkkis',Lehtomäki,MALLAS,113
2023,Matti,Jokinen,MALLAS,113
2023,Antti,Kokko,MALLAS,113
2023,Bea,Pohjola,MALLAS,113
2023,Henri,Tulla,MALLAS,113
2023,Joel,Kae,MALLAS,113
2023,Mikko,Nikkanen,MALLAS,113
2023,Sampo,Metsäluoto,MALLAS,113
2023,Joona,Räisänen,MTU,130
2023,Sami,Nissinen,MTU,130
2023,Mikko,Kohvakka,MTU,130
2023,Topi,Leppäkoski,MTU,130
2023,Miko,Suominen,MTU,130
2023,Liida,Kantola,MTU,130
2023,Anna,Pitkänen,MTU,130
2023,Janne,Jerkkola,MTU,130
2023,Eetu,Vilenius,PP,127
2023,Ville,Ketola,PP,127
2023,Tommi,Murtola,PP,127
2023,Jaakko,Marttila,PP,127
2023,Markus,Vajavaara,PP,127
2023,Jens,Hartmann,PP,127
2023,Aapo,Löyttyniemi,PP,127
2023,Joni,Erkinharju,PP,127
2023,Benjam,Tulensalo,PP,127
2023,Aleksanteri,Pyykkönen,PP,127
2023,Riku,Kuitunen,PP,127
2023,Juho,Ojala,PP,127
2023,Jyri,Ruohola,PÖHINÄ,129
2023,Jesse,Viljakainen,PÖHINÄ,129
2023,Juuso,Ylinen,PÖHINÄ,129
2023,Atte,Ruokonen,PÖHINÄ,129
2023,Joona,Palviainen,PÖHINÄ,129
2023,Sauli,Pyrhönen,PÖHINÄ,129
2023,Jani,Porvari,PÖHINÄ,129
2023,Ilja,Riikonen,PÖHINÄ,129
2023,Hemmi,Nevalainen,PÖHINÄ,129
2023,Teemu,Karhu,PÖHINÄ,129
2023,Tuomas,Raittila,PÖHINÄ,129
2023,Johanna,Johansson,RaTaKaNat,144
2023,Lotta,Hacklin,RaTaKaNat,144
2023,Leena,Heikinmaa,RaTaKaNat,144
2023,Matias,Moisala,RaTaKaNat,144
2023,Nelli,Kemi,RaTaKaNat,144
2023,Riikka,Heikinmaa,RaTaKaNat,144
2023,Valtteri,Hakli,RaTaKaNat,144
2023,Vilma,Toimela,RaTaKaNat,144
2023,Suvi-Tuuli,Ryhänen,RaTaKaNat,144
2023,Anu,Kovanen,RaTaKaNat,144
2023,Juuso,Erjanko,RaTaKaNat,144
2023,Eveliina,Ali-Kippari,RaTaKaNat,144
2023,Johan,Rahikainen,SSK,51
2023,Elias,Peltola,SSK,51
2023,Onni,Pitkänen,SSK,51
2023,Suvi,Karppinen,SSK,51
2023,Vertti,Wacklin,SSK,51
2023,Tuukka,Malinen,SSK,51
2023,Tommi,Suomela,SSK,51
2023,Veikko,Koljonen,SSK,51
2023,Rasmus,Laine,SSK,51
2023,Leo,Lintukangas,SSK,51
2023,Mikko,Lintunen,SSK,51
2023,Jaakko,Jolkkonen,SSK,51
2023,Joona,Vähätiitto,SV,136
2023,Verneri,Aleksejev,SV,136
2023,Tatu,Tirkkonen,SV,136
2023,Marek,Rehtla,SV,136
2023,Altti,Meriläinen,SV,136
2023,Niilo,Hendolin,SV,136
2023,Perttu,Plym,SV,136
2023,Kaapo,Saariaho,SV,136
2023,Vilppu,Penttilä,SÄTKY ky,98
2023,Niko,Grön,SÄTKY ky,98
2023,Armi,Rissanen,SÄTKY ky,98
2023,Atte,Putkonen,SÄTKY ky,98
2023,Riku,Tulineva,SÄTKY ky,98
2023,Janne,Jäppinen,SÄTKY ky,98
2023,Lauri,Tuimala,SÄTKY ky,98
2023,Sonja,Mäkelä,SÄTKY ky,98
2023,Vilho,Tanner,THC,134
2023,Santeri,Nikulainen,THC,134
2023,Hannes,Täyrönen,THC,134
2023,Eero,Jylhä,THC,134
2023,Jaakko,Moilanen,THC,134
2023,Juho,Nikkinen,THC,134
2023,Roosa-Maria,Virtanen,THC,134
2023,Tuomas,Turpeinen,THC,134
2023,Topias,Pökkönen,THC,134
2023,Taru,Salmi,VaKo,122
2023,Emma,Hannula,VaKo,122
2023,Anniina,Sorvisto,VaKo,122
2023,Mira,Sivonen,VaKo,122
2023,Kia,Dillström,VaKo,122
2023,Taina,Eskola,VaKo,122
2023,Saara,Mäentalo,VaKo,122
2023,Saara,Inkinen,VaKo,122
2023,Meea,Vilkman,VaKo,122
2023,Janette,Koenkytö,VaKo,122
2023,Matilda,Seppinen,VaKo,122
2023,Sami,Valjakka,VSOP,116
2023,Heikki,Lohilahti,VSOP,116
2023,Eemil,Juntunen,VSOP,116
2023,Topi,Pekonen,VSOP,116
2023,Markus,Laitinen,VSOP,116
2023,Lauri,Lempiö,VSOP,116
2023,Juho,Hautaniemi,VSOP,116
