2023-02-22 17:00:00,THC,SV,2
2023-02-22 17:30:00,SV,THC,2
2023-02-22 18:00:00,THC,SV,2
2023-02-22 18:30:00,MaHaLasKu,JHH,2
2023-02-22 19:00:00,JHH,MaHaLasKu,2
2023-02-22 19:30:00,MaHaLasKu,JHH,2
2023-02-22 20:00:00,VSOP,KW,2
2023-02-22 20:30:00,KW,VSOP,2
2023-02-22 21:00:00,VSOP,KW,2
2023-02-22 17:00:00,DiSKO,MTU,3
2023-02-22 17:30:00,MTU,DiSKO,3
2023-02-22 18:00:00,DiSKO,MTU,3
2023-02-22 18:30:00,SÄTKY KY,BooB's,3
2023-02-22 19:00:00,BooB's,SÄTKY KY,3
2023-02-22 19:30:00,SÄTKY KY,BooB's,3
